,FX,Gold,Gold_KRWg,DXY,Rate,Bond10,Rate_US,Bond10_US,Spread5D,M2_D,M2_US_D,CPI_D,CoreCPI_D,RealRate_D,SP500,KODEX200,Bitcoin
1973-07-28,,117.3,,,11.0,,,,,,,,,,,,
1973-07-29,,117.3,,,11.0,,,,,,,,,,,,
1973-07-30,,115.8,,,11.0,,,,,,,,,,,,
1973-07-31,,115.9,,,11.0,,,,,,,,,,,,
1973-08-01,,117.8,,,11.0,,,,,,,,,,,,
1973-08-02,,116.4,,,11.0,,,,,,,,,,,,
1973-08-03,,116.3,,,11.0,,,,,,,,,,,,
1973-08-04,,116.3,,,11.0,,,,,,,,,,,,
1973-08-05,,116.3,,,11.0,,,,,,,,,,,,
1973-08-06,,115.8,,,11.0,,,,,,,,,,,,
1973-08-07,,115.2,,,11.0,,,,,,,,,,,,
1973-08-08,,114.0,,,11.0,,,,,,,,,,,,
1973-08-09,,110.3,,,11.0,,,,,,,,,,,,
1973-08-10,,107.0,,,11.0,,,,,,,,,,,,
1973-08-11,,107.0,,,11.0,,,,,,,,,,,,
1973-08-12,,107.0,,,11.0,,,,,,,,,,,,
1973-08-13,,102.3,,,11.0,,,,,,,,,,,,
1973-08-14,,95.8,,,11.0,,,,,,,,,,,,
1973-08-15,,94.3,,,11.0,,,,,,,,,,,,
1973-08-16,,103.3,,,11.0,,,,,,,,,,,,
1973-08-17,,104.3,,,11.0,,,,,,,,,,,,
1973-08-18,,104.3,,,11.0,,,,,,,,,,,,
1973-08-19,,104.3,,,11.0,,,,,,,,,,,,
1973-08-20,,109.8,,,11.0,,,,,,,,,,,,
1973-08-21,,106.0,,,11.0,,,,,,,,,,,,
1973-08-22,,103.3,,,11.0,,,,,,,,,,,,
1973-08-23,,100.5,,,11.0,,,,,,,,,,,,
1973-08-24,,101.3,,,11.0,,,,,,,,,,,,
1973-08-25,,101.3,,,11.0,,,,,,,,,,,,
1973-08-26,,101.3,,,11.0,,,,,,,,,,,,
1973-08-27,,103.3,,,11.0,,,,,,,,,,,,
1973-08-28,,104.3,,,11.0,,,,,,,,,,,,
1973-08-29,,107.6,,,11.0,,,,,,,,,,,,
1973-08-30,,105.8,,,11.0,,,,,,,,,,,,
1973-08-31,,103.8,,,11.0,,,,,,,,,,,,
1973-09-01,,103.8,,,11.0,,,,,,,,,,,,
1973-09-02,,103.8,,,11.0,,,,,,,,,,,,
1973-09-03,,103.8,,,11.0,,,,,,,,,,,,
1973-09-04,,105.4,,,11.0,,,,,,,,,,,,
1973-09-05,,106.4,,,11.0,,,,,,,,,,,,
1973-09-06,,105.8,,,11.0,,,,,,,,,,,,
1973-09-07,,105.5,,,11.0,,,,,,,,,,,,
1973-09-08,,105.5,,,11.0,,,,,,,,,,,,
1973-09-09,,105.5,,,11.0,,,,,,,,,,,,
1973-09-10,,105.0,,,11.0,,,,,,,,,,,,
1973-09-11,,103.0,,,11.0,,,,,,,,,,,,
1973-09-12,,102.5,,,11.0,,,,,,,,,,,,
1973-09-13,,100.5,,,11.0,,,,,,,,,,,,
1973-09-14,,100.6,,,11.0,,,,,,,,,,,,
1973-09-15,,100.6,,,11.0,,,,,,,,,,,,
1973-09-16,,100.6,,,11.0,,,,,,,,,,,,
1973-09-17,,104.3,,,11.0,,,,,,,,,,,,
1973-09-18,,103.3,,,11.0,,,,,,,,,,,,
1973-09-19,,101.7,,,11.0,,,,,,,,,,,,
1973-09-20,,103.5,,,11.0,,,,,,,,,,,,
1973-09-21,,103.8,,,11.0,,,,,,,,,,,,
1973-09-22,,103.8,,,11.0,,,,,,,,,,,,
1973-09-23,,103.8,,,11.0,,,,,,,,,,,,
1973-09-24,,102.3,,,11.0,,,,,,,,,,,,
1973-09-25,,102.0,,,11.0,,,,,,,,,,,,
1973-09-26,,102.8,,,11.0,,,,,,,,,,,,
1973-09-27,,101.5,,,11.0,,,,,,,,,,,,
1973-09-28,,100.3,,,11.0,,,,,,,,,,,,
1973-09-29,,100.3,,,11.0,,,,,,,,,,,,
1973-09-30,,100.3,,,11.0,,,,,,,,,,,,
1973-10-01,,97.0,,,11.0,,,,,,,,,,,,
1973-10-02,,98.0,,,11.0,,,,,,,,,,,,
1973-10-03,,99.4,,,11.0,,,,,,,,,,,,
1973-10-04,,99.3,,,11.0,,,,,,,,,,,,
1973-10-05,,98.8,,,11.0,,,,,,,,,,,,
1973-10-06,,98.8,,,11.0,,,,,,,,,,,,
1973-10-07,,98.8,,,11.0,,,,,,,,,,,,
1973-10-08,,99.3,,,11.0,,,,,,,,,,,,
1973-10-09,,99.9,,,11.0,,,,,,,,,,,,
1973-10-10,,103.8,,,11.0,,,,,,,,,,,,
1973-10-11,,104.0,,,11.0,,,,,,,,,,,,
1973-10-12,,102.2,,,11.0,,,,,,,,,,,,
1973-10-13,,102.2,,,11.0,,,,,,,,,,,,
1973-10-14,,102.2,,,11.0,,,,,,,,,,,,
1973-10-15,,101.5,,,11.0,,,,,,,,,,,,
1973-10-16,,102.1,,,11.0,,,,,,,,,,,,
1973-10-17,,103.8,,,11.0,,,,,,,,,,,,
1973-10-18,,102.2,,,11.0,,,,,,,,,,,,
1973-10-19,,101.3,,,11.0,,,,,,,,,,,,
1973-10-20,,101.3,,,11.0,,,,,,,,,,,,
1973-10-21,,101.3,,,11.0,,,,,,,,,,,,
1973-10-22,,99.5,,,11.0,,,,,,,,,,,,
1973-10-23,,101.0,,,11.0,,,,,,,,,,,,
1973-10-24,,100.0,,,11.0,,,,,,,,,,,,
1973-10-25,,100.4,,,11.0,,,,,,,,,,,,
1973-10-26,,98.5,,,11.0,,,,,,,,,,,,
1973-10-27,,98.5,,,11.0,,,,,,,,,,,,
1973-10-28,,98.5,,,11.0,,,,,,,,,,,,
1973-10-29,,98.5,,,11.0,,,,,,,,,,,,
1973-10-30,,97.5,,,11.0,,,,,,,,,,,,
1973-10-31,,98.3,,,11.0,,,,,,,,,,,,
1973-11-01,,97.0,,,11.0,,,,,,,,,,,,
1973-11-02,,98.5,,,11.0,,,,,,,,,,,,
1973-11-03,,98.5,,,11.0,,,,,,,,,,,,
1973-11-04,,98.5,,,11.0,,,,,,,,,,,,
1973-11-05,,98.0,,,11.0,,,,,,,,,,,,
1973-11-06,,98.0,,,11.0,,,,,,,,,,,,
1973-11-07,,97.4,,,11.0,,,,,,,,,,,,
1973-11-08,,98.0,,,11.0,,,,,,,,,,,,
1973-11-09,,98.5,,,11.0,,,,,,,,,,,,
1973-11-10,,98.5,,,11.0,,,,,,,,,,,,
1973-11-11,,98.5,,,11.0,,,,,,,,,,,,
1973-11-12,,97.0,,,11.0,,,,,,,,,,,,
1973-11-13,,96.9,,,11.0,,,,,,,,,,,,
1973-11-14,,90.0,,,11.0,,,,,,,,,,,,
1973-11-15,,91.25,,,11.0,,,,,,,,,,,,
1973-11-16,,90.25,,,11.0,,,,,,,,,,,,
1973-11-17,,90.25,,,11.0,,,,,,,,,,,,
1973-11-18,,90.25,,,11.0,,,,,,,,,,,,
1973-11-19,,90.0,,,11.0,,,,,,,,,,,,
1973-11-20,,90.5,,,11.0,,,,,,,,,,,,
1973-11-21,,90.25,,,11.0,,,,,,,,,,,,
1973-11-22,,90.1,,,11.0,,,,,,,,,,,,
1973-11-23,,90.0,,,11.0,,,,,,,,,,,,
1973-11-24,,90.0,,,11.0,,,,,,,,,,,,
1973-11-25,,90.0,,,11.0,,,,,,,,,,,,
1973-11-26,,90.25,,,11.0,,,,,,,,,,,,
1973-11-27,,92.0,,,11.0,,,,,,,,,,,,
1973-11-28,,101.5,,,11.0,,,,,,,,,,,,
1973-11-29,,102.0,,,11.0,,,,,,,,,,,,
1973-11-30,,101.2,,,11.0,,,,,,,,,,,,
1973-12-01,,101.2,,,11.0,,,,,,,,,,,,
1973-12-02,,101.2,,,11.0,,,,,,,,,,,,
1973-12-03,,100.5,,,11.0,,,,,,,,,,,,
1973-12-04,,105.7,,,11.0,,,,,,,,,,,,
1973-12-05,,105.3,,,11.0,,,,,,,,,,,,
1973-12-06,,106.0,,,11.0,,,,,,,,,,,,
1973-12-07,,107.5,,,11.0,,,,,,,,,,,,
1973-12-08,,107.5,,,11.0,,,,,,,,,,,,
1973-12-09,,107.5,,,11.0,,,,,,,,,,,,
1973-12-10,,105.8,,,11.0,,,,,,,,,,,,
1973-12-11,,104.4,,,11.0,,,,,,,,,,,,
1973-12-12,,104.3,,,11.0,,,,,,,,,,,,
1973-12-13,,103.9,,,11.0,,,,,,,,,,,,
1973-12-14,,105.2,,,11.0,,,,,,,,,,,,
1973-12-15,,105.2,,,11.0,,,,,,,,,,,,
1973-12-16,,105.2,,,11.0,,,,,,,,,,,,
1973-12-17,,107.0,,,11.0,,,,,,,,,,,,
1973-12-18,,109.2,,,11.0,,,,,,,,,,,,
1973-12-19,,108.6,,,11.0,,,,,,,,,,,,
1973-12-20,,108.2,,,11.0,,,,,,,,,,,,
1973-12-21,,107.0,,,11.0,,,,,,,,,,,,
1973-12-22,,107.0,,,11.0,,,,,,,,,,,,
1973-12-23,,107.0,,,11.0,,,,,,,,,,,,
1973-12-24,,108.4,,,11.0,,,,,,,,,,,,
1973-12-25,,108.4,,,11.0,,,,,,,,,,,,
1973-12-26,,109.8,,,11.0,,,,,,,,,,,,
1973-12-27,,112.0,,,11.0,,,,,,,,,,,,
1973-12-28,,112.3,,,11.0,,,,,,,,,,,,
1973-12-29,,112.3,,,11.0,,,,,,,,,,,,
1973-12-30,,112.3,,,11.0,,,,,,,,,,,,
1973-12-31,,114.5,,,11.0,,,,,,,,,,,,
1974-01-01,,114.5,,,11.0,,,,,,,,,,,,
1974-01-02,,116.8,,,11.0,,,,,,,,,,,,
1974-01-03,,121.5,,,11.0,,,,,,,,,,,,
1974-01-04,,118.8,,,11.0,,,,,,,,,,,,
1974-01-05,,118.8,,,11.0,,,,,,,,,,,,
1974-01-06,,118.8,,,11.0,,,,,,,,,,,,
1974-01-07,,121.8,,,11.0,,,,,,,,,,,,
1974-01-08,,126.8,,,11.0,,,,,,,,,,,,
1974-01-09,,124.3,,,11.0,,,,,,,,,,,,
1974-01-10,,120.3,,,11.0,,,,,,,,,,,,
1974-01-11,,122.3,,,11.0,,,,,,,,,,,,
1974-01-12,,122.3,,,11.0,,,,,,,,,,,,
1974-01-13,,122.3,,,11.0,,,,,,,,,,,,
1974-01-14,,125.0,,,11.0,,,,,,,,,,,,
1974-01-15,,125.8,,,11.0,,,,,,,,,,,,
1974-01-16,,126.5,,,11.0,,,,,,,,,,,,
1974-01-17,,128.6,,,11.0,,,,,,,,,,,,
1974-01-18,,130.3,,,11.0,,,,,,,,,,,,
1974-01-19,,130.3,,,11.0,,,,,,,,,,,,
1974-01-20,,130.3,,,11.0,,,,,,,,,,,,
1974-01-21,,140.1,,,11.0,,,,,,,,,,,,
1974-01-22,,137.7,,,11.0,,,,,,,,,,,,
1974-01-23,,134.8,,,11.0,,,,,,,,,,,,
1974-01-24,,141.3,,,11.0,,,,,,,,,,,,
1974-01-25,,141.2,,,11.0,,,,,,,,,,,,
1974-01-26,,141.2,,,11.0,,,,,,,,,,,,
1974-01-27,,141.2,,,11.0,,,,,,,,,,,,
1974-01-28,,139.8,,,11.0,,,,,,,,,,,,
1974-01-29,,137.8,,,11.0,,,,,,,,,,,,
1974-01-30,,135.8,,,11.0,,,,,,,,,,,,
1974-01-31,,132.8,,,11.0,,,,,,,,,,,,
1974-02-01,,130.8,,,11.0,,,,,,,,,,,,
1974-02-02,,130.8,,,11.0,,,,,,,,,,,,
1974-02-03,,130.8,,,11.0,,,,,,,,,,,,
1974-02-04,,133.8,,,11.0,,,,,,,,,,,,
1974-02-05,,140.3,,,11.0,,,,,,,,,,,,
1974-02-06,,138.3,,,11.0,,,,,,,,,,,,
1974-02-07,,139.3,,,11.0,,,,,,,,,,,,
1974-02-08,,143.3,,,11.0,,,,,,,,,,,,
1974-02-09,,143.3,,,11.0,,,,,,,,,,,,
1974-02-10,,143.3,,,11.0,,,,,,,,,,,,
1974-02-11,,145.3,,,11.0,,,,,,,,,,,,
1974-02-12,,146.8,,,11.0,,,,,,,,,,,,
1974-02-13,,144.3,,,11.0,,,,,,,,,,,,
1974-02-14,,146.3,,,11.0,,,,,,,,,,,,
1974-02-15,,149.1,,,11.0,,,,,,,,,,,,
1974-02-16,,149.1,,,11.0,,,,,,,,,,,,
1974-02-17,,149.1,,,11.0,,,,,,,,,,,,
1974-02-18,,149.1,,,11.0,,,,,,,,,,,,
1974-02-19,,149.8,,,11.0,,,,,,,,,,,,
1974-02-20,,150.3,,,11.0,,,,,,,,,,,,
1974-02-21,,157.0,,,11.0,,,,,,,,,,,,
1974-02-22,,163.3,,,11.0,,,,,,,,,,,,
1974-02-23,,163.3,,,11.0,,,,,,,,,,,,
1974-02-24,,163.3,,,11.0,,,,,,,,,,,,
1974-02-25,,169.8,,,11.0,,,,,,,,,,,,
1974-02-26,,175.3,,,11.0,,,,,,,,,,,,
1974-02-27,,174.3,,,11.0,,,,,,,,,,,,
1974-02-28,,162.8,,,11.0,,,,,,,,,,,,
1974-03-01,,167.8,,,11.0,,,,,,,,,,,,
1974-03-02,,167.8,,,11.0,,,,,,,,,,,,
1974-03-03,,167.8,,,11.0,,,,,,,,,,,,
1974-03-04,,166.3,,,11.0,,,,,,,,,,,,
1974-03-05,,159.3,,,11.0,,,,,,,,,,,,
1974-03-06,,160.3,,,11.0,,,,,,,,,,,,
1974-03-07,,166.3,,,11.0,,,,,,,,,,,,
1974-03-08,,165.3,,,11.0,,,,,,,,,,,,
1974-03-09,,165.3,,,11.0,,,,,,,,,,,,
1974-03-10,,165.3,,,11.0,,,,,,,,,,,,
1974-03-11,,165.8,,,11.0,,,,,,,,,,,,
1974-03-12,,163.3,,,11.0,,,,,,,,,,,,
1974-03-13,,164.8,,,11.0,,,,,,,,,,,,
1974-03-14,,164.8,,,11.0,,,,,,,,,,,,
1974-03-15,,164.1,,,11.0,,,,,,,,,,,,
1974-03-16,,164.1,,,11.0,,,,,,,,,,,,
1974-03-17,,164.1,,,11.0,,,,,,,,,,,,
1974-03-18,,164.3,,,11.0,,,,,,,,,,,,
1974-03-19,,169.3,,,11.0,,,,,,,,,,,,
1974-03-20,,176.3,,,11.0,,,,,,,,,,,,
1974-03-21,,175.3,,,11.0,,,,,,,,,,,,
1974-03-22,,177.8,,,11.0,,,,,,,,,,,,
1974-03-23,,177.8,,,11.0,,,,,,,,,,,,
1974-03-24,,177.8,,,11.0,,,,,,,,,,,,
1974-03-25,,177.0,,,11.0,,,,,,,,,,,,
1974-03-26,,172.5,,,11.0,,,,,,,,,,,,
1974-03-27,,174.3,,,11.0,,,,,,,,,,,,
1974-03-28,,174.8,,,11.0,,,,,,,,,,,,
1974-03-29,,173.3,,,11.0,,,,,,,,,,,,
1974-03-30,,173.3,,,11.0,,,,,,,,,,,,
1974-03-31,,173.3,,,11.0,,,,,,,,,,,,
1974-04-01,,174.4,,,11.0,,,,,,,,,,,,
1974-04-02,,177.3,,,11.0,,,,,,,,,,,,
1974-04-03,,179.8,,,11.0,,,,,,,,,,,,
1974-04-04,,176.5,,,11.0,,,,,,,,,,,,
1974-04-05,,173.5,,,11.0,,,,,,,,,,,,
1974-04-06,,173.5,,,11.0,,,,,,,,,,,,
1974-04-07,,173.5,,,11.0,,,,,,,,,,,,
1974-04-08,,167.3,,,11.0,,,,,,,,,,,,
1974-04-09,,170.3,,,11.0,,,,,,,,,,,,
1974-04-10,,173.5,,,11.0,,,,,,,,,,,,
1974-04-11,,173.8,,,11.0,,,,,,,,,,,,
1974-04-12,,173.8,,,11.0,,,,,,,,,,,,
1974-04-13,,173.8,,,11.0,,,,,,,,,,,,
1974-04-14,,173.8,,,11.0,,,,,,,,,,,,
1974-04-15,,174.0,,,11.0,,,,,,,,,,,,
1974-04-16,,172.5,,,11.0,,,,,,,,,,,,
1974-04-17,,170.2,,,11.0,,,,,,,,,,,,
1974-04-18,,170.3,,,11.0,,,,,,,,,,,,
1974-04-19,,172.3,,,11.0,,,,,,,,,,,,
1974-04-20,,172.3,,,11.0,,,,,,,,,,,,
1974-04-21,,172.3,,,11.0,,,,,,,,,,,,
1974-04-22,,175.0,,,11.0,,,,,,,,,,,,
1974-04-23,,175.0,,,11.0,,,,,,,,,,,,
1974-04-24,,171.0,,,11.0,,,,,,,,,,,,
1974-04-25,,169.3,,,11.0,,,,,,,,,,,,
1974-04-26,,169.3,,,11.0,,,,,,,,,,,,
1974-04-27,,169.3,,,11.0,,,,,,,,,,,,
1974-04-28,,169.3,,,11.0,,,,,,,,,,,,
1974-04-29,,169.5,,,11.0,,,,,,,,,,,,
1974-04-30,,169.5,,,11.0,,,,,,,,,,,,
1974-05-01,,169.8,,,11.0,,,,,,,,,,,,
1974-05-02,,169.9,,,11.0,,,,,,,,,,,,
1974-05-03,,169.3,,,11.0,,,,,,,,,,,,
1974-05-04,,169.3,,,11.0,,,,,,,,,,,,
1974-05-05,,169.3,,,11.0,,,,,,,,,,,,
1974-05-06,,166.3,,,11.0,,,,,,,,,,,,
1974-05-07,,163.3,,,11.0,,,,,,,,,,,,
1974-05-08,,158.0,,,11.0,,,,,,,,,,,,
1974-05-09,,166.5,,,11.0,,,,,,,,,,,,
1974-05-10,,168.0,,,11.0,,,,,,,,,,,,
1974-05-11,,168.0,,,11.0,,,,,,,,,,,,
1974-05-12,,168.0,,,11.0,,,,,,,,,,,,
1974-05-13,,166.8,,,11.0,,,,,,,,,,,,
1974-05-14,,166.5,,,11.0,,,,,,,,,,,,
1974-05-15,,164.7,,,11.0,,,,,,,,,,,,
1974-05-16,,164.3,,,11.0,,,,,,,,,,,,
1974-05-17,,165.8,,,11.0,,,,,,,,,,,,
1974-05-18,,165.8,,,11.0,,,,,,,,,,,,
1974-05-19,,165.8,,,11.0,,,,,,,,,,,,
1974-05-20,,163.2,,,11.0,,,,,,,,,,,,
1974-05-21,,161.3,,,11.0,,,,,,,,,,,,
1974-05-22,,163.3,,,11.0,,,,,,,,,,,,
1974-05-23,,159.8,,,11.0,,,,,,,,,,,,
1974-05-24,,162.0,,,11.0,,,,,,,,,,,,
1974-05-25,,162.0,,,11.0,,,,,,,,,,,,
1974-05-26,,162.0,,,11.0,,,,,,,,,,,,
1974-05-27,,162.0,,,11.0,,,,,,,,,,,,
1974-05-28,,154.3,,,11.0,,,,,,,,,,,,
1974-05-29,,155.8,,,11.0,,,,,,,,,,,,
1974-05-30,,162.3,,,11.0,,,,,,,,,,,,
1974-05-31,,157.0,,,11.0,,,,,,,,,,,,
1974-06-01,,157.0,,,11.0,,,,,,,,,,,,
1974-06-02,,157.0,,,11.0,,,,,,,,,,,,
1974-06-03,,155.8,,,11.0,,,,,,,,,,,,
1974-06-04,,154.7,,,11.0,,,,,,,,,,,,
1974-06-05,,162.0,,,11.0,,,,,,,,,,,,
1974-06-06,,159.3,,,11.0,,,,,,,,,,,,
1974-06-07,,155.8,,,11.0,,,,,,,,,,,,
1974-06-08,,155.8,,,11.0,,,,,,,,,,,,
1974-06-09,,155.8,,,11.0,,,,,,,,,,,,
1974-06-10,,157.7,,,11.0,,,,,,,,,,,,
1974-06-11,,157.5,,,11.0,,,,,,,,,,,,
1974-06-12,,156.8,,,11.0,,,,,,,,,,,,
1974-06-13,,157.3,,,11.0,,,,,,,,,,,,
1974-06-14,,160.8,,,11.0,,,,,,,,,,,,
1974-06-15,,160.8,,,11.0,,,,,,,,,,,,
1974-06-16,,160.8,,,11.0,,,,,,,,,,,,
1974-06-17,,157.8,,,11.0,,,,,,,,,,,,
1974-06-18,,155.8,,,11.0,,,,,,,,,,,,
1974-06-19,,153.9,,,11.0,,,,,,,,,,,,
1974-06-20,,152.0,,,11.0,,,,,,,,,,,,
1974-06-21,,154.0,,,11.0,,,,,,,,,,,,
1974-06-22,,154.0,,,11.0,,,,,,,,,,,,
1974-06-23,,154.0,,,11.0,,,,,,,,,,,,
1974-06-24,,150.3,,,11.0,,,,,,,,,,,,
1974-06-25,,150.0,,,11.0,,,,,,,,,,,,
1974-06-26,,146.8,,,11.0,,,,,,,,,,,,
1974-06-27,,144.8,,,11.0,,,,,,,,,,,,
1974-06-28,,144.5,,,11.0,,,,,,,,,,,,
1974-06-29,,144.5,,,11.0,,,,,,,,,,,,
1974-06-30,,144.5,,,11.0,,,,,,,,,,,,
1974-07-01,,143.3,,,11.0,,,,,,,,,,,,
1974-07-02,,137.2,,,11.0,,,,,,,,,,,,
1974-07-03,,136.7,,,11.0,,,,,,,,,,,,
1974-07-04,,136.7,,,11.0,,,,,,,,,,,,
1974-07-05,,134.3,,,11.0,,,,,,,,,,,,
1974-07-06,,134.3,,,11.0,,,,,,,,,,,,
1974-07-07,,134.3,,,11.0,,,,,,,,,,,,
1974-07-08,,141.2,,,11.0,,,,,,,,,,,,
1974-07-09,,145.7,,,11.0,,,,,,,,,,,,
1974-07-10,,139.0,,,11.0,,,,,,,,,,,,
1974-07-11,,137.2,,,11.0,,,,,,,,,,,,
1974-07-12,,137.2,,,11.0,,,,,,,,,,,,
1974-07-13,,137.2,,,11.0,,,,,,,,,,,,
1974-07-14,,137.2,,,11.0,,,,,,,,,,,,
1974-07-15,,139.0,,,11.0,,,,,,,,,,,,
1974-07-16,,141.3,,,11.0,,,,,,,,,,,,
1974-07-17,,141.0,,,11.0,,,,,,,,,,,,
1974-07-18,,144.2,,,11.0,,,,,,,,,,,,
1974-07-19,,145.8,,,11.0,,,,,,,,,,,,
1974-07-20,,145.8,,,11.0,,,,,,,,,,,,
1974-07-21,,145.8,,,11.0,,,,,,,,,,,,
1974-07-22,,143.3,,,11.0,,,,,,,,,,,,
1974-07-23,,144.2,,,11.0,,,,,,,,,,,,
1974-07-24,,144.5,,,11.0,,,,,,,,,,,,
1974-07-25,,149.3,,,11.0,,,,,,,,,,,,
1974-07-26,,149.3,,,11.0,,,,,,,,,,,,
1974-07-27,,149.3,,,11.0,,,,,,,,,,,,
1974-07-28,,149.3,,,11.0,,,,,,,,,,,,
1974-07-29,,157.8,,,11.0,,,,,,,,,,,,
1974-07-30,,157.3,,,11.0,,,,,,,,,,,,
1974-07-31,,156.2,,,11.0,,,,,,,,,,,,
1974-08-01,,159.6,,,11.0,,,,,,,,,,,,
1974-08-02,,156.8,,,11.0,,,,,,,,,,,,
1974-08-03,,156.8,,,11.0,,,,,,,,,,,,
1974-08-04,,156.8,,,11.0,,,,,,,,,,,,
1974-08-05,,153.9,,,11.0,,,,,,,,,,,,
1974-08-06,,155.3,,,11.0,,,,,,,,,,,,
1974-08-07,,154.8,,,11.0,,,,,,,,,,,,
1974-08-08,,152.3,,,11.0,,,,,,,,,,,,
1974-08-09,,154.5,,,11.0,,,,,,,,,,,,
1974-08-10,,154.5,,,11.0,,,,,,,,,,,,
1974-08-11,,154.5,,,11.0,,,,,,,,,,,,
1974-08-12,,152.5,,,11.0,,,,,,,,,,,,
1974-08-13,,151.8,,,11.0,,,,,,,,,,,,
1974-08-14,,156.5,,,11.0,,,,,,,,,,,,
1974-08-15,,153.3,,,11.0,,,,,,,,,,,,
1974-08-16,,155.8,,,11.0,,,,,,,,,,,,
1974-08-17,,155.8,,,11.0,,,,,,,,,,,,
1974-08-18,,155.8,,,11.0,,,,,,,,,,,,
1974-08-19,,155.5,,,11.0,,,,,,,,,,,,
1974-08-20,,156.3,,,11.0,,,,,,,,,,,,
1974-08-21,,155.8,,,11.0,,,,,,,,,,,,
1974-08-22,,154.8,,,11.0,,,,,,,,,,,,
1974-08-23,,154.3,,,11.0,,,,,,,,,,,,
1974-08-24,,154.3,,,11.0,,,,,,,,,,,,
1974-08-25,,154.3,,,11.0,,,,,,,,,,,,
1974-08-26,,154.3,,,11.0,,,,,,,,,,,,
1974-08-27,,153.8,,,11.0,,,,,,,,,,,,
1974-08-28,,154.6,,,11.0,,,,,,,,,,,,
1974-08-29,,155.8,,,11.0,,,,,,,,,,,,
1974-08-30,,156.3,,,11.0,,,,,,,,,,,,
1974-08-31,,156.3,,,11.0,,,,,,,,,,,,
1974-09-01,,156.3,,,11.0,,,,,,,,,,,,
1974-09-02,,156.3,,,11.0,,,,,,,,,,,,
1974-09-03,,158.0,,,11.0,,,,,,,,,,,,
1974-09-04,,157.2,,,11.0,,,,,,,,,,,,
1974-09-05,,157.7,,,11.0,,,,,,,,,,,,
1974-09-06,,157.3,,,11.0,,,,,,,,,,,,
1974-09-07,,157.3,,,11.0,,,,,,,,,,,,
1974-09-08,,157.3,,,11.0,,,,,,,,,,,,
1974-09-09,,155.8,,,11.0,,,,,,,,,,,,
1974-09-10,,154.7,,,11.0,,,,,,,,,,,,
1974-09-11,,153.2,,,11.0,,,,,,,,,,,,
1974-09-12,,154.7,,,11.0,,,,,,,,,,,,
1974-09-13,,153.2,,,11.0,,,,,,,,,,,,
1974-09-14,,153.2,,,11.0,,,,,,,,,,,,
1974-09-15,,153.2,,,11.0,,,,,,,,,,,,
1974-09-16,,153.0,,,11.0,,,,,,,,,,,,
1974-09-17,,148.0,,,11.0,,,,,,,,,,,,
1974-09-18,,148.2,,,11.0,,,,,,,,,,,,
1974-09-19,,149.8,,,11.0,,,,,,,,,,,,
1974-09-20,,146.3,,,11.0,,,,,,,,,,,,
1974-09-21,,146.3,,,11.0,,,,,,,,,,,,
1974-09-22,,146.3,,,11.0,,,,,,,,,,,,
1974-09-23,,148.3,,,11.0,,,,,,,,,,,,
1974-09-24,,147.8,,,11.0,,,,,,,,,,,,
1974-09-25,,147.5,,,11.0,,,,,,,,,,,,
1974-09-26,,145.7,,,11.0,,,,,,,,,,,,
1974-09-27,,146.0,,,11.0,,,,,,,,,,,,
1974-09-28,,146.0,,,11.0,,,,,,,,,,,,
1974-09-29,,146.0,,,11.0,,,,,,,,,,,,
1974-09-30,,151.5,,,11.0,,,,,,,,,,,,
1974-10-01,,156.0,,,11.0,,,,,,,,,,,,
1974-10-02,,154.3,,,11.0,,,,,,,,,,,,
1974-10-03,,155.9,,,11.0,,,,,,,,,,,,
1974-10-04,,159.3,,,11.0,,,,,,,,,,,,
1974-10-05,,159.3,,,11.0,,,,,,,,,,,,
1974-10-06,,159.3,,,11.0,,,,,,,,,,,,
1974-10-07,,157.8,,,11.0,,,,,,,,,,,,
1974-10-08,,155.3,,,11.0,,,,,,,,,,,,
1974-10-09,,155.9,,,11.0,,,,,,,,,,,,
1974-10-10,,158.5,,,11.0,,,,,,,,,,,,
1974-10-11,,157.2,,,11.0,,,,,,,,,,,,
1974-10-12,,157.2,,,11.0,,,,,,,,,,,,
1974-10-13,,157.2,,,11.0,,,,,,,,,,,,
1974-10-14,,156.3,,,11.0,,,,,,,,,,,,
1974-10-15,,155.3,,,11.0,,,,,,,,,,,,
1974-10-16,,155.2,,,11.0,,,,,,,,,,,,
1974-10-17,,155.2,,,11.0,,,,,,,,,,,,
1974-10-18,,155.5,,,11.0,,,,,,,,,,,,
1974-10-19,,155.5,,,11.0,,,,,,,,,,,,
1974-10-20,,155.5,,,11.0,,,,,,,,,,,,
1974-10-21,,157.3,,,11.0,,,,,,,,,,,,
1974-10-22,,158.2,,,11.0,,,,,,,,,,,,
1974-10-23,,158.0,,,11.0,,,,,,,,,,,,
1974-10-24,,162.2,,,11.0,,,,,,,,,,,,
1974-10-25,,163.5,,,11.0,,,,,,,,,,,,
1974-10-26,,163.5,,,11.0,,,,,,,,,,,,
1974-10-27,,163.5,,,11.0,,,,,,,,,,,,
1974-10-28,,167.7,,,11.0,,,,,,,,,,,,
1974-10-29,,168.5,,,11.0,,,,,,,,,,,,
1974-10-30,,168.2,,,11.0,,,,,,,,,,,,
1974-10-31,,167.2,,,11.0,,,,,,,,,,,,
1974-11-01,,168.0,,,11.0,,,,,,,,,,,,
1974-11-02,,168.0,,,11.0,,,,,,,,,,,,
